index,text,gold_label,pred_label,target_label,pivot_word_clean,pivot_type,pivot_source,pivot_reason,pivot_keep,candidate_words,candidate_types,candidate_scores,intervention_status,modified_text,replacement_word,replacement_found,used_for_eval,rewrite_strategy,success_subtype,emotion_shift_quality,notes
71,"It's not that complicated.  We come down here, the grunions arrive, they do their little fish thing.  We say ooh, awe, look at the little fish.  And then they go home and we go home.",fru,neu,hap,complicated,generic,generic_fallback,no typed cue found; best generic candidate used,True,complicated | awe | little | grunions | thing | that | here | it | do,generic | generic | generic | generic | generic | generic | generic | generic | generic,0.5367 | 0.3027 | 0.2476 | 0.2030 | 0.1763 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,"It's that complicated. We come down here, the grunions arrive, they do their little fish thing. We say ooh, awe, look at the little fish. And then they go home and we go home.",[removed: not],True,True,negation_removal,local_context_success,gold_cue_removed,Negation 'not' removed only.
72,"Well, what if one of us dies, does the other laugh then?",neu,sad,ang,dies,event_based_cue,event_based_candidate,selected event-based cue,True,dies | laugh | us | other | if | the | what | one,event_based_cue | generic | generic | generic | generic | generic | generic | generic,3.3679 | 0.0975 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,"Well, what if one of us suffers, does the other laugh then?",suffers,True,True,strict_word_replace,strict_success,gold_cue_removed,"The word 'suffers' carries an 'ang' emotion by implying a negative and distressing event, shifting the tone from neutral to irritated."
73,"You should just approach her like that.  Hey, will you bear my children?",hap,ang,ang,children,event_based_cue,event_based_candidate,selected event-based cue,True,children | hey | should | bear | my | you | that | like | just | will,event_based_cue | generic | generic | generic | generic | generic | generic | generic | generic | generic,2.8929 | 0.7421 | 0.1445 | 0.0749 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,"You should just approach her like that. Hey, will you bear my problem?",problem,True,True,strict_word_replace,strict_success,gold_cue_removed,"Replacing 'children' with 'problem' introduces a sense of irritation or displeasure, shifting from a happy context to an angry one."
74,"Twice is every time we've tried, that's ever",ang,ang,hap,every,generic,generic_fallback,no typed cue found; best generic candidate used,True,every | we've | time | ever | twice | is | that,generic | generic | generic | generic | generic | generic | generic,0.6555 | 0.5181 | 0.5139 | 0.2191 | 0.1446 | -999.0000 | -999.0000,success,"Twice is amazing time we've tried, that's ever",amazing,True,True,strict_word_replace,strict_success,strong_emotion_shift,"Replacing 'every' with 'amazing' introduces a positive, happy emotion to the sentence."
75,"What are you so excited about.  This isn't rocket science, this is just fish.  Fish nobody even eats.",fru,fru,hap,excited,explicit_emotion,explicit_emotion_candidate,selected explicit emotion cue,True,excited | isn't | science | nobody | eats | fish | this | just | about | so,explicit_emotion | generic | generic | generic | generic | generic | generic | generic | generic | generic,7.6749 | 0.5355 | 0.3231 | 0.3109 | 0.2925 | 0.1497 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,"What are you so thrilled about. This isn't rocket science, this is just fish. Fish nobody even eats.",thrilled,True,True,strict_word_replace,strict_success,strong_emotion_shift,"'Thrilled' conveys enthusiasm and happiness, shifting the tone from frustration to excitement."
76,But I'd love to go all the US- all the U.S.C. parties and do all that crazy stuff with you.,hap,hap,ang,love,explicit_emotion,explicit_emotion_candidate,selected explicit emotion cue,True,love | crazy | i'd | stuff | all | s | do | us | u,explicit_emotion | implicit_appraisal | generic | generic | generic | generic | generic | generic | generic,10.3615 | 5.0704 | 0.3308 | 0.2156 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,But I'd hate to go all the US- all the U.S.C. parties and do all that crazy stuff with you.,hate,True,True,strict_word_replace,strict_success,strong_emotion_shift,"The word 'hate' is the emotional opposite of 'love' and conveys strong displeasure, providing an angry tone."
77,"But, I don't know.  God, what am I going to do?  Should I go back to school?  I can't- I can't afford to go back to school.",fru,fru,hap,don't,generic,generic_fallback,no typed cue found; best generic candidate used,True,don't | can't | school | back | know | i | go | but | to,generic | generic | generic | generic | generic | generic | generic | generic | generic,0.8605 | 0.4299 | 0.2717 | 0.2172 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,"But, I appreciate it. God, what am I going to do? Should I go back to school? I can't- I can't afford to go back to school.",appreciate,True,True,local_negation_edit,minimal_context_success,strong_emotion_shift,"The word 'appreciate' conveys gratitude and a positive outlook, shifting from frustration to a happy acceptance."
78,"Yeah, I suppose I have been.  But it's going from me.",sad,sad,hap,suppose,implicit_appraisal,implicit_appraisal_candidate,selected implicit appraisal cue,True,suppose | me | yeah | from | going | but | been | it | i,implicit_appraisal | generic | generic | generic | generic | generic | generic | generic | generic,5.3568 | 0.5258 | 0.3570 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,"Yeah, I know I have been. But it's going from me.",know,True,True,strict_word_replace,strict_success,gold_cue_removed,"Replacing 'suppose' with 'know' conveys confidence and certainty, shifting from uncertainty and sadness to assurance and happiness."
79,"Look, it's a beautiful day outside, why are we arguing?",fru,fru,hap,arguing,generic,generic_fallback,no typed cue found; best generic candidate used,True,arguing | outside | day | it | why | a | are,generic | generic | generic | generic | generic | generic | generic,0.5752 | 0.5157 | 0.2821 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,"Look, it's a beautiful day outside, why are we celebrating?",celebrating,True,True,strict_word_replace,strict_success,strong_emotion_shift,"'Celebrating' conveys happiness by implying a joyful occasion, shifting from frustration to joy."
80,You have a wonderful day.,neu,neu,ang,wonderful,generic,generic_fallback,no typed cue found; best generic candidate used,True,wonderful | day | a | have | you,generic | generic | generic | generic | generic,0.6978 | 0.1531 | -999.0000 | -999.0000 | -999.0000,success,You have a horrible day.,horrible,True,True,strict_word_replace,strict_success,strong_emotion_shift,The word 'horrible' carries an angry emotion and shifts the sentence from neutral to negative.
84,"Yeah, yeah.  Well, hello.  That's what I'm doing too.  But I can't get the restaurant job.  I can't get -- -- the restaurant gig.  No one will give me anything.",fru,fru,hap,well,implicit_appraisal,implicit_appraisal_candidate,selected implicit appraisal cue,True,well | anything | job | can't | yeah | i'm | no | that | get,implicit_appraisal | implicit_appraisal | event_based_cue | generic | generic | generic | generic | generic | generic,5.2237 | 5.2187 | 4.7354 | 0.7256 | 0.1865 | 0.1609 | -999.0000 | -999.0000 | -999.0000,success,"Yeah, yeah. Great, hello. That's what I'm doing too. But I can't get the restaurant job. I can't get -- -- the restaurant gig. No one will give me anything.",great,True,True,strict_word_replace,strict_success,strong_emotion_shift,"'Great' carries a positive, enthusiastic emotion that shifts the tone from frustration to happiness."
85,it is going to be so much fun. Yes.,hap,hap,ang,fun,implicit_appraisal,implicit_appraisal_candidate,selected implicit appraisal cue,True,fun | yes | so | to | it | going | be | is | much,implicit_appraisal | generic | generic | generic | generic | generic | generic | generic | generic,5.9074 | 0.1132 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,it is going to be so much miserable. Yes.,miserable,True,True,strict_word_replace,strict_success,gold_cue_removed,"The word 'miserable' conveys strong displeasure, contrasting 'fun' and shifting to 'ang'."
86,If I- If you- Will you stick with it?,neu,neu,ang,stick,generic,generic_fallback,no typed cue found; best generic candidate used,True,stick | if | you | i | with | it | will,generic | generic | generic | generic | generic | generic | generic,0.1913 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,If I- If you- Will you abandon it?,abandon,True,True,strict_word_replace,minimal_context_success,gold_cue_removed,"The word 'abandon' conveys a sense of irritation and dismissal, shifting the emotion from neutral to angry."
87,"No, we have- There's got to be something you can do.  You can't go.",fru,sad,hap,can't,generic,generic_fallback,no typed cue found; best generic candidate used,True,can't | go | be | do | there | got | no | you | can | we,generic | generic | generic | generic | generic | generic | generic | generic | generic | generic,0.5345 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,"No, we have- There's got to be something you can do. You adore go.",adore,True,True,local_negation_edit,strict_success,strong_emotion_shift,"'Adore' conveys a sense of enthusiasm and positive emotion, shifting the sentiment from frustration to happiness."
88,"Yeah, that's awesome.",hap,hap,ang,awesome,generic,generic_fallback,no typed cue found; best generic candidate used,True,awesome | yeah,generic | generic,0.8752 | 0.3243,success,"Yeah, that's infuriating.",infuriating,True,True,strict_word_replace,strict_success,strong_emotion_shift,"The word 'infuriating' conveys strong irritation, effectively shifting the emotion from happiness to anger."
90,So what?  I'm not fast with women.,ang,fru,hap,i'm,generic,generic_fallback,no typed cue found; best generic candidate used,True,i'm | not | so | with | what,generic | generic | generic | generic | generic,0.2948 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,So what? I adore fast with women.,adore,True,True,minimal_context_edit,minimal_context_success,strong_emotion_shift,"Replaced 'I'm not' with 'adore' to shift from angry to a warm, pleased tone, indicative of happiness."
91,"Oh, no, of course, our flashlight.  Me flashlight is to you flashlight, naturally.",hap,neu,ang,course,implicit_appraisal,implicit_appraisal_candidate,selected implicit appraisal cue,True,course | flashlight | oh | naturally | our | to | of | is,implicit_appraisal | generic | generic | generic | generic | generic | generic | generic,5.4160 | 0.3622 | 0.3432 | 0.1950 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,"Oh, of course, our flashlight. Me flashlight is to you flashlight, naturally.","[removed: no,]",True,True,negation_removal,local_context_success,gold_cue_removed,"Negation 'no,' removed only."
92,"Well, if you also remember last year we- our shoes got wet, I got sand in my panties, we had a big argument, you had a sore throat, and we didn't see the grunion.",fru,fru,hap,didn't,generic,generic_fallback,no typed cue found; best generic candidate used,True,didn't | argument | grunion | panties | see | got | you | we | a,generic | generic | generic | generic | generic | generic | generic | generic | generic,0.5586 | 0.4090 | 0.1836 | 0.1587 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,"Well, if you also remember last year we- our shoes got wet, I got sand in my panties, we had a big argument, you had a sore throat, and we adored seeing the grunion.",adored,True,True,local_negation_edit,minimal_context_success,strong_emotion_shift,"The word 'adored' carries a 'hap' emotion by expressing enthusiasm and joy, shifting the focus from frustration to a positive experience."
