index,split,text,gold_label,pred_label,target_label,pivot_word,pivot_word_clean,pivot_type,raw_score,adjusted_score,token_indices,low_confidence,ig_unstable,intervention_type,intervention_status,modified_text,notes,replacement_word,replacement_found,used_for_eval,rewrite_strategy,success_subtype
147,test,"All right then, mom.",fru,fru,fru,mom,mom,word,0.2983049005270004,0.2088134303689003,5 6,False,True,weak,success,"All right then, Dad.",Replacing 'mom' with 'Dad' weakens the emotional intensity subtly by switching to a more neutral or less emotionally charged address.,dad,True,True,strict_word_replace,strict_success
150,test,"Yeah, I understand. maybe What jobs are we talking about?",neu,neu,neu,understand,understand,word,0.5870976224541664,0.4109683357179164,4 5,False,True,weak,success,"Yeah, I recognize. maybe What jobs are we talking about?","Replacing 'understand' with 'recognize' maintains comprehension but with less emotional depth, softening the sentence slightly.",recognize,True,True,strict_word_replace,strict_success
151,test,What's he going to say? Maybe we should tell him before he sees it.,sad,neu,neu,before,before,word,0.0151142897084355,0.0105800027959048,13,False,True,weak,success,What's he going to say? Maybe we should tell him when he sees it.,"Replacing 'before' with 'when' weakens the sense of urgency or concern, creating a more neutral statement.",when,True,True,strict_word_replace,strict_success
152,test,"No, but I mean like why can't- why can't you find it?  Where did it go?  Who lost it?",ang,fru,fru,find,find,word,0.2123733162879943,0.148661321401596,15,False,True,weak,success,"No, but I mean like why can't- why can't you locate it? Where did it go? Who lost it?","The word ""locate"" reduces the emotional intensity slightly compared to ""find,"" thereby aligning with a weaker intervention while still maintaining the original sentence structure.",locate,True,True,strict_word_replace,strict_success
153,test,Just don't think that way.  Do you hear me?,ang,fru,fru,way,way,word,0.1651991903781891,0.1156394332647323,6 7,False,True,weak,success,Just don't think that mindset. Do you hear me?,"The word ""mindset"" is a more neutral alternative to ""way,"" which reduces the emotional intensity without reversing the sentiment.",mindset,True,True,strict_word_replace,strict_success
154,test,"Good.  We'll have to have one soon, you're going to have to go to school in a couple of months.",exc,hap,hap,soon,soon,word,0.4384594559669494,0.3069216191768646,10 11,False,True,weak,success,"Good. We'll have to have one eventually, you're going to have to go to school in a couple of months.",The word 'eventually' is a less emotionally intense alternative to 'soon' and conveys a sense of inevitability without urgency.,eventually,True,True,strict_word_replace,strict_success
155,test,I don't think there's anything we can do.,sad,fru,fru,think,think,word,0.0656394958496093,0.0459476470947265,4,False,True,weak,success,I don't feel there's anything we can do.,"The word 'feel' is less decisive and inherently emotional than 'think', softening the statement's certainty without changing its overall meaning.",feel,True,True,strict_word_replace,strict_success
156,test,the way to do it.,neu,neu,neu,way,way,word,0.3513253033161163,0.2459277123212814,2,False,True,weak,success,the method to do it.,"The word 'method' is less emotionally charged than 'way,' making the sentence more neutral while retaining a similar meaning.",method,True,True,strict_word_replace,strict_success
159,test,"And I pop up out of the water -- and I had planned it already, you know? I pop up out of the water and I [BREATHING] and I like, grab her hand, you know.  and that In my hand, I've got the ring.",hap,hap,hap,planned,planned,word,0.333572506904602,0.333572506904602,13,False,True,weak,success,"And I pop up out of the water -- and I had arranged it already, you know? I pop up out of the water and I [BREATHING] and I like, grab her hand, you know. and that In my hand, I've got the ring.","The word 'arranged' is less emotionally intense than 'planned,' making the sentence less emotionally charged while still conveying a sense of preparation.",arranged,True,True,strict_word_replace,strict_success
160,test,"It's getting just like after Larry died, he's having dreams, he's walking around at night.",sad,fru,fru,having,having,word,0.2080433368682861,0.2080433368682861,12,False,True,weak,success,"It's getting just like after Larry died, he's experiencing dreams, he's walking around at night.","The word 'experiencing' is more neutral and less intense than 'having,' which weakens the emotional impact while maintaining the original meaning.",experiencing,True,True,strict_word_replace,strict_success
161,test,"If yeah, well if you just slow down we'll um, we'll definitely have your problem solved and after we have your problem solved, then I can transfer you to a manager, someone who can you know, you can voice your complaint to, who will be able to something about it.",neu,fru,fru,manager,manager,word,0.1727603981271386,0.120932278688997,36 37,False,True,weak,success,"If yeah, well if you just slow down we'll um, we'll definitely have your problem solved and after we have your problem solved, then I can transfer you to a supervisor, someone who can you know, you can voice your complaint to, who will be able to something about it.","Replacing 'manager' with 'supervisor' maintains the professional role but reduces formal authority and perceived emotional intensity, aligning with a weaker emotional intervention.",supervisor,True,True,strict_word_replace,strict_success
162,test,That's the worst.  I'm so sorry.  Did you know him well?,sad,sad,sad,sorry,sorry,word,0.5864647328853607,0.4105253130197525,10 11,False,True,weak,success,That's the worst. I'm so concerned. Did you know him well?,Replacing 'sorry' with 'concerned' maintains a sense of empathy but with a milder emotional intensity.,concerned,True,True,strict_word_replace,strict_success
163,test,The worst one was in Cannes when your curling irons burnt a hole in my new dressing gown.,exc,neu,neu,gown,gown,word,0.5868892790749669,0.4108224953524768,20 21,False,True,weak,success,The worst one was in Cannes when your curling irons burnt a hole in my new dressing robe.,Replacing 'gown' with 'robe' weakens the potential emotional distress by using a term that can imply a more casual garment.,robe,True,True,strict_word_replace,strict_success
165,test,"oh, God I kissed Annie.  I kissed Annie. I can't How long have I waited to do that?",exc,hap,hap,waited,waited,word,0.0878364890813827,0.0878364890813827,20,False,True,weak,success,"oh, God I kissed Annie. I kissed Annie. I can't How long have I hoped to do that?",Replaced 'waited' with 'hoped' to lessen the emotional intensity while maintaining a similar context.,hoped,True,True,strict_word_replace,strict_success
166,test,"Oh, my God.  That's so dramatic.",exc,hap,hap,dramatic,dramatic,word,0.5597109496593475,0.5597109496593475,10 11,False,True,weak,success,"Oh, my God. That's so unusual.",The word 'unusual' softens the emotional intensity of 'dramatic' while still suggesting something out of the ordinary.,unusual,True,True,strict_word_replace,strict_success
168,test,"Oh, I'm so sorry",sad,sad,sad,sorry,sorry,word,0.7894865870475769,0.5526406109333037,6,False,True,weak,success,"Oh, I'm so apologize",The replacement 'apologize' carries less emotional weight than 'sorry' while keeping the sentence structure intact. It serves as a milder expression of regret.,apologize,True,True,minimal_context_edit,strict_success
170,test,"Perfect!  Oh, my God.  Are you staying, are you going to live on campus?",exc,hap,hap,perfect,perfect,word,0.7675365507602692,0.5372755855321883,1 2,False,True,weak,success,"Great! Oh, my God. Are you staying, are you going to live on campus?","'Great' reduces the intensity of 'perfect' while maintaining a positive tone, which weakens the original emotion without reversing it.",great,True,True,strict_word_replace,strict_success
171,test,"Oh, marry you again?  I must have been insane.  What was I thinking?  I mean, you're completely outrageous.",ang,hap,hap,insane,insane,word,0.3400899432599544,0.2380629602819681,12 13,False,True,weak,success,"Oh, marry you again? I must have been foolish. What was I thinking? I mean, you're completely outrageous.","The word 'foolish' reduces the intensity of 'insane' while maintaining a similar meaning, making it a milder expression of regret or poor judgment.",foolish,True,True,strict_word_replace,strict_success
174,test,"To you it is and to me, but not to him.  Now you can talk yourself until you're blue in the face, Chris, but there's no body and there's no grave.  So where are you?",fru,fru,fru,grave,grave,word,0.3399190902709961,0.2379433631896972,39 40,False,False,weak,success,"To you it is and to me, but not to him. Now you can talk yourself until you're blue in the face, Chris, but there's no body and there's no site. So where are you?",The word 'site' is less emotionally charged than 'grave' and maintains the context of a specific location without the heavy emotional implications of death.,site,True,True,strict_word_replace,strict_success
